wmoid	name	lat	lon	elev	descript	near_airport	reg	gps_date	latest
94302	YPLM	-2223	11408	6	LEARMOUTH	NULL	7,9,18	NULL	2023-01-08 23:00:00
94326	YBAS	-2380	13390	541	ALICE SPRINGS ARPT	NULL	7,9,18	NULL	2023-01-08 23:00:00
94403	YPGN	-2878	11470	34	GERALDTON AIRPORT	NULL	7,9,18	NULL	2023-01-05 23:00:00
94578	YBBN	-2738	15310	5	BRISBANE INTL ARPT	NULL	7,9,18	NULL	2023-01-09 17:00:00
94610	YPPH	-3193	11595	29	PERTH INTL/BELMONT	NULL	7,9,18	NULL	2023-01-09 17:00:00
94637	YPKG	-3077	12145	360	KALGOORLIE/BOULDER	NULL	7,9,18	NULL	2023-01-08 23:00:00
94672	YPAD	-3493	13852	4	ADELAIDE INTL ARPT	NULL	7,9,18	NULL	2023-01-09 11:00:00
94767	YSSY	-3395	15118	3	SYDNEY INTL AIRPORT	NULL	7,9,18	NULL	2023-01-05 18:00:00
94776	YSWM	-3278	15182	8	WILLIAMTOWN(AUS-AB)	NULL	7,9,18	NULL	2023-01-08 23:00:00
94866	YMML	-3767	14483	141	MELBOURNE INTL ARPT	NULL	7,9,18	NULL	2023-01-09 11:00:00
94910	YSWG	-3515	14745	213	WAGGA WAGGA(CV/MIL)	NULL	7,9,18	NULL	2023-01-08 23:00:00
94975	YMHB	-4283	14748	27	HOBART AIRPORT	NULL	7,9,18	NULL	2023-01-09 11:00:00
94996	YSNF	-2903	16793	109	NORFOLK ISLAND ARPT	NULL	7,9,18	NULL	2023-01-08 23:00:00
94998	YMMQ	-5448	15893	6	MACQUARIE ISLAND	NULL	7,9,18	NULL	2023-01-09 11:00:00
96315	WBGI	493	11493	15	BRUNEI AIRPORT	NULL	7,8,18	NULL	2023-01-09 12:00:00
96413	WBGG	148	11033	27	KUCHING (CIV/MIL)	NULL	7,8,18	NULL	2023-01-09 12:00:00
96441	WBGB	320	11303	5	BINTULU/KALIMANTAN	NULL	7,8,18	NULL	2023-01-09 00:00:00
96471	WBKK	593	11605	3	KOTA KINABALU INTL	NULL	7,8,18	NULL	2023-01-09 12:00:00
96481	WBKW	427	11788	20	TAWAU/KALIMANTAN IL	NULL	7,8,18	NULL	2023-01-09 00:00:00
1400	ENEK	5653	322	46	NULL	NULL	7,10,18	NULL	2019-11-20 12:00:00
3354	3354	5300	-125	117	NULL	NULL	7,10,18	NULL	2023-01-09 11:00:00
3743	3743	5120	-180	132	NULL	NULL	7,10,18	NULL	2023-01-09 11:00:00
8221	LEMD	4047	-358	638	NULL	NULL	7,10,18	NULL	2015-12-17 12:00:00
8302	8302	3960	270	45	NULL	NULL	7,10,18	NULL	2015-12-17 12:00:00
11747	11747	4945	1713	216	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
13275	13275	4477	2042	203	NULL	NULL	7,10,18	NULL	2023-01-09 17:00:00
14430	14430	4409	1535	84	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
16113	16113	4453	762	386	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
16754	LGIR	3533	2518	39	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
17281	LTCC	3788	4018	677	DIYARBAKIR(CIV/AFB)	NULL	7,10,18	NULL	2022-03-17 12:00:00
20674	20674	7353	8040	47	NULL	NULL	7,10,11,18	NULL	2023-01-09 12:00:00
22820	22820	6182	3427	109	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
23418	23418	6512	5710	56	NULL	NULL	7,10,18	NULL	2012-09-26 00:00:00
23804	UUYY	6172	5083	119	NULL	NULL	7,10,18	NULL	2012-09-26 00:00:00
23884	23884	6160	9000	63	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
24343	24343	6677	12340	93	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
24507	24507	6427	10023	186	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
24726	24726	6255	11388	347	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
24944	24944	6040	12042	226	NULL	NULL	7,10,18	NULL	2018-10-31 00:00:00
25123	25123	6880	16128	32	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
25428	25428	6523	16050	265	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
26477	ULOL	5638	3060	98	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
27730	27730	5463	3970	158	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
29231	29231	5830	8290	76	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
29263	29263	5845	9215	78	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
29282	29282	5842	9740	134	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
29839	29839	5335	8382	159	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
29862	29862	5377	9132	256	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
31538	31538	5007	13213	349	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
32389	32389	5632	16083	28	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
34731	URRR	4725	3982	77	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
35671	35671	4780	6772	345	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
36003	36003	5228	7695	123	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
37018	37018	4410	3907	41	NULL	NULL	7,10,18	NULL	2012-09-26 00:00:00
37054	URMM	4422	4310	314	NULL	NULL	7,10,18	NULL	2012-09-26 00:00:00
40394	OEHL	2752	4173	1013	NULL	NULL	7,10,18	NULL	2023-01-09 11:00:00
40437	OERK	2493	4672	612	NULL	NULL	7,10,18	NULL	2023-01-09 11:00:00
40706	OITT	3808	4628	1361	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
40809	OIMB	3287	5920	1491	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
40841	OIKK	3025	5697	1754	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
40948	OAKB	3455	6922	1791	NULL	NULL	7,10,18	NULL	2021-08-13 23:00:00
42027	42027	3408	7483	1587	NULL	NULL	7,10,18	NULL	2021-05-23 00:00:00
43279	VOMM	1300	8018	16	NULL	NULL	7,8,18	NULL	2023-01-09 11:00:00
43311	43311	1112	7273	4	NULL	NULL	7,8,18	NULL	2020-03-31 00:00:00
44231	44231	4963	10017	1288	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
47090	47090	3825	12857	18	NULL	NULL	7,10,18	NULL	2015-12-17 12:00:00
47169	47169	3468	12545	83	NULL	NULL	7,10,18	NULL	2023-01-09 18:00:00
48568	VTSH	720	10060	5	NULL	NULL	7,8,18	NULL	2022-12-01 06:00:00
48650	48650	310	10165	17	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
48657	WMKD	378	10322	16	NULL	NULL	7,8,18	NULL	2023-01-09 00:00:00
48698	WSSS	137	10398	16	NULL	NULL	7,8,18	NULL	2022-12-25 18:00:00
48855	VVDN	1603	10818	7	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
48900	VVTS	1082	10667	19	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
52983	52983	3587	10415	1875	NULL	NULL	7,10,18	NULL	2020-01-18 11:00:00
54727	54727	3670	11755	123	NULL	NULL	7,10,18	NULL	2020-01-18 11:00:00
56187	56187	3070	10383	541	NULL	NULL	7,10,18	NULL	2020-01-20 11:00:00
58968	58968	2503	12153	9	NULL	NULL	7,10,18	NULL	2020-01-19 12:00:00
60191	60191	3237	-640	468	NULL	NULL	7,10,18	NULL	2011-01-25 12:00:00
60715	DTTA	3683	1023	4	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
60760	DTTZ	3392	817	93	NULL	NULL	7,10,18	NULL	2022-12-19 00:00:00
61902	FHAW	-797	-1440	79	NULL	NULL	7,8,18	NULL	2014-07-11 11:00:00
61980	61980	-2088	5552	20	NULL	NULL	7,9,18	NULL	2019-10-20 11:00:00
61995	61995	-2030	5750	425	NULL	NULL	7,9,18	NULL	2022-12-20 23:00:00
62403	62403	2620	3275	96	NULL	NULL	7,10,18	NULL	2023-01-08 12:00:00
62423	62423	2705	2797	92	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
68110	FAWW	-2257	1710	1725	NULL	NULL	7,9,18	NULL	2023-01-09 10:00:00
68240	FBSK	-2422	2592	1005	NULL	NULL	7,9,18	NULL	2012-03-22 10:00:00
68461	FABM	-2825	2833	1682	NULL	NULL	7,9,18	NULL	2009-07-07 10:00:00
68538	68538	-3067	2402	1287	NULL	NULL	7,9,18	NULL	2022-05-20 12:00:00
68588	FADN	-2997	3095	8	NULL	NULL	7,9,18	NULL	2009-11-14 23:00:00
68816	FACT	-3398	1860	42	NULL	NULL	7,9,18	NULL	2023-01-09 11:00:00
68842	FAPE	-3398	2560	60	NULL	NULL	7,9,18	NULL	2023-01-09 12:00:00
68994	FAME	-4688	3787	22	NULL	NULL	7,9,18	NULL	2020-05-07 12:00:00
89642	89642	-6667	14002	43	NULL	NULL	7,9,18	NULL	2018-09-25 00:00:00
91843	NCRG	-2120	-15982	7	NULL	NULL	7,9,17	NULL	2016-12-24 23:00:00
91925	91925	-980	-13903	52	NULL	NULL	7,8,17	NULL	2021-08-30 23:00:00
26629	26629	5488	2388	75	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
37789	UGEE	4013	4447	890	NULL	NULL	7,10,18	NULL	2022-04-03 00:00:00
40265	OJMF	3237	3627	687	NULL	NULL	7,10,18	NULL	2023-01-07 23:00:00
48327	VTCC	1878	9898	314	NULL	NULL	7,8,18	NULL	2022-12-29 06:00:00
72381	EDW	3490	-11792	724	NULL	NULL	7,10,17	NULL	2022-12-09 16:00:00
72451	DDC	3777	-9997	791	NULL	NULL	7,10,18,56	2010-06-21	2023-01-09 12:00:00
48455	48455	1373	10050	20	NULL	NULL	7,8,18	NULL	2013-01-15 22:00:00
48565	VTSP	812	9832	10	NULL	NULL	7,8,18	NULL	2022-11-13 06:00:00
74002	APG	3947	-7607	5	NULL	NULL	7,10,18	NULL	2017-04-12 12:00:00
60155	GMMC	3357	-767	62	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
89564	89564	-6860	6287	16	NULL	NULL	7,9,18	NULL	2023-01-09 11:00:00
78384	KCR	1930	-8137	3	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
91948	91948	-2313	-13497	89	NULL	NULL	7,9,17	NULL	2022-04-26 23:00:00
78807	78807	897	-7966	9	NULL	NULL	7,8,18	NULL	2023-01-06 12:00:00
82022	SBBV	283	-6070	140	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82026	SBTS	-222	-5595	326	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82099	82099	5	-5107	17	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82193	SBBE	-138	-4848	16	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82244	82244	-243	-5472	72	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82281	SBSL	-260	-4423	53	NULL	NULL	7,8,18	NULL	2021-03-31 12:00:00
82400	SBFN	-385	-3242	56	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82411	82411	-423	-6992	120	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82599	SBNT	-592	-3525	52	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
82678	82678	-677	-4302	138	NULL	NULL	7,8,18	NULL	2019-04-05 12:00:00
82917	82917	-1000	-4780	143	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
83208	SBVH	-1273	-6013	652	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
83229	83229	-1302	-3852	51	NULL	NULL	7,8,18	NULL	2018-10-24 12:00:00
83554	83554	-1900	-5767	142	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
83899	83899	-2767	-4855	5	NULL	NULL	7,9,18	NULL	2023-01-09 12:00:00
83928	SBUG	-2978	-5703	74	NULL	NULL	7,9,18	NULL	2023-01-09 12:00:00
83937	SBSM	-2972	-5370	85	NULL	NULL	7,9,18	NULL	2023-01-09 12:00:00
83971	SBPA	-3000	-5118	3	NULL	NULL	7,9,18	NULL	2023-01-09 12:00:00
88889	EGYP	-5182	-5845	73	NULL	NULL	7,9,18	NULL	2023-01-09 00:00:00
89062	89062	-6757	-6813	16	NULL	NULL	7,9,18	NULL	2023-01-09 11:00:00
89571	89571	-6857	7795	13	NULL	NULL	7,9,18	NULL	2023-01-09 11:00:00
89611	89611	-6628	11052	41	NULL	NULL	7,9,18	NULL	2023-01-09 11:00:00
91165	LIH	2198	-15935	36	NULL	NULL	6,7,8,17,19	2010-07-26	2023-01-09 12:00:00
91376	PKMJ	708	17138	3	MAJURO/MARSHALL_ISL,MH	NULL	7,8,18	2011-05-21	2023-01-09 12:00:00
91532	91532	-53	16692	0	NULL	NULL	7,8,18	NULL	2013-08-26 00:00:00
91680	NFFN	-1775	17745	18	NULL	NULL	7,8,18	NULL	2023-01-08 23:00:00
92044	92044	-207	14743	5	NULL	NULL	7,8,18	NULL	2013-12-02 23:00:00
93112	NZWP	-3678	17463	27	NULL	NULL	7,9,18	NULL	2023-01-09 10:00:00
93417	NZPP	-4090	17498	12	NULL	NULL	7,9,18	NULL	2023-01-09 10:00:00
94299	94299	-1630	14998	9	NULL	NULL	7,8,18	NULL	2023-01-09 11:00:00
94711	94711	-3148	14582	265	NULL	NULL	7,9,18	NULL	2023-01-08 23:00:00
94995	ASLH	-3153	15907	6	NULL	NULL	7,9,18	NULL	2023-01-08 23:00:00
95527	95527	-2950	14983	214	NULL	NULL	7,9,18	NULL	2023-01-08 23:00:00
96035	WIMM	357	9868	25	NULL	NULL	7,8,18	NULL	2023-01-09 18:00:00
96163	WIMG	-88	10035	3	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
96237	WIKK	-217	10613	33	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
97014	WAMM	153	12492	80	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
97072	WAML	-68	11973	6	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
97372	WRKK	-1017	12367	108	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
97560	WABB	-118	13612	11	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
26038	ULTT	5945	2480	44	NULL	NULL	7,10,18	NULL	2023-01-08 23:00:00
6458	EBBE	5075	477	127	BEAUVECHAIN, BX	NULL	7,10,18	NULL	2023-01-08 22:00:00
91954	NTAT	-2335	-14948	3	NULL	NULL	7,9,17	NULL	2009-11-16 23:00:00
93986	NZCI	-4395	-17657	48	NULL	NULL	7,9,17	NULL	2011-12-29 22:00:00
94170	94170	-1263	14190	0	NULL	NULL	7,8,18	NULL	2023-01-08 23:00:00
94312	YPPD	-2037	11862	6	NULL	NULL	7,9,18	NULL	2022-12-15 23:00:00
94332	YBMA	-2067	13948	344	NULL	NULL	7,9,18	NULL	2023-01-07 23:00:00
94374	YBRK	-2338	15047	14	NULL	NULL	7,9,18	NULL	2022-12-01 23:00:00
94430	YPMR	-2660	11853	518	NULL	NULL	7,9,18	NULL	2023-01-06 23:00:00
94461	94461	-2503	12828	599	NULL	NULL	7,9,18	NULL	2023-01-09 11:00:00
94510	YBCV	-2640	14627	304	NULL	NULL	7,9,18	NULL	2023-01-08 23:00:00
94802	YPAL	-3493	11780	69	NULL	NULL	7,9,18	NULL	2023-01-09 17:00:00
94821	YMMG	-3773	14078	69	NULL	NULL	7,9,18	NULL	2023-01-08 23:00:00
96996	YPCC	-1218	9682	3	NULL	NULL	7,8,18	NULL	2023-01-07 23:00:00
8160	LEZG	4167	-102	258	NULL	NULL	7,10,18	NULL	2015-10-31 00:00:00
10962	10962	4780	1102	986	NULL	NULL	7,10,18	NULL	2023-01-09 06:00:00
11010	LOWL	4823	1420	313	NULL	NULL	7,10,18	NULL	2019-10-01 02:00:00
11120	LOWI	4727	1135	581	NULL	NULL	7,10,18	NULL	2019-10-01 02:00:00
11240	LOWG	4700	1543	347	NULL	NULL	7,10,18	NULL	2019-10-01 02:00:00
14015	14015	4607	1452	316	NULL	NULL	7,10,18	NULL	2022-12-14 05:00:00
20744	20744	7238	5273	16	NULL	NULL	7,10,11,18	NULL	2023-01-09 12:00:00
20891	20891	7200	10245	33	NULL	NULL	7,10,11,18	NULL	2012-09-26 00:00:00
31168	31168	5645	13815	9	NULL	NULL	7,10,18	NULL	2020-12-10 00:00:00
32098	32098	4922	14310	4	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
33317	33317	5017	2705	278	NULL	NULL	7,10,18	NULL	2022-02-23 12:00:00
33393	UKLL	4982	2395	325	NULL	NULL	7,10,18	NULL	2022-02-24 00:00:00
33631	33631	4863	2227	118	NULL	NULL	7,10,18	NULL	2009-02-13 00:00:00
33837	UKOO	4643	3077	43	NULL	NULL	7,10,18	NULL	2022-02-24 00:00:00
33946	UKFF	4468	3413	181	NULL	NULL	7,10,18	NULL	2010-11-04 00:00:00
34300	34300	4993	3628	152	NULL	NULL	7,10,18	NULL	2022-02-24 00:00:00
40745	OIMM	3627	5963	980	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
40821	40821	3190	5428	1237	NULL	NULL	7,10,18	NULL	2012-09-06 00:00:00
40848	OISS	2953	5258	1491	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
40856	40856	2947	6088	1379	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
40875	OIKB	2722	5637	10	NULL	NULL	7,10,18	NULL	2022-05-16 00:00:00
41316	OOSA	1703	5408	17	NULL	NULL	7,8,18	NULL	2022-12-23 00:00:00
41923	41923	2343	9118	9	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
42379	VEGK	2675	8337	77	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
42397	42397	2667	8837	123	NULL	NULL	7,10,18	NULL	2015-10-26 00:00:00
43041	43041	1908	8203	553	NULL	NULL	7,8,18	NULL	2022-06-26 00:00:00
43192	43192	1548	7382	60	NULL	NULL	7,8,18	NULL	2021-11-01 00:00:00
63741	HKNC	-130	3675	1798	NULL	NULL	7,8,18	NULL	2023-01-08 23:00:00
83827	SBFI	-2552	-5458	243	NULL	NULL	7,9,18	NULL	2023-01-09 12:00:00
85469	SCIP	-2715	-10942	47	NULL	NULL	7,9,17	NULL	2023-01-08 23:00:00
89512	89512	-7077	1183	102	NULL	NULL	7,9,12,18	NULL	2023-01-09 00:00:00
89592	89592	-6655	9302	30	NULL	NULL	7,9,18	NULL	2023-01-09 00:00:00
94659	YPWR	-3113	13682	167	NULL	NULL	7,9,18	NULL	2023-01-08 23:00:00
96749	WIII	-612	10665	8	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
96935	WRSJ	-737	11277	3	NULL	NULL	7,8,18	NULL	2023-01-09 18:00:00
97724	WAPP	-370	12808	12	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
97980	WAKK	-847	14038	3	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
12982	LHUD	4625	2010	84	NULL	NULL	7,10,18	NULL	2023-01-09 11:00:00
65578	DIAP	525	-393	8	NULL	NULL	7,8,18	NULL	2023-01-09 17:00:00
83498	83498	-1773	-3925	3	NULL	NULL	7,8,18	NULL	2016-08-06 12:00:00
84008	SEST	-90	-8960	6	NULL	NULL	7,8,18	NULL	2019-02-04 12:00:00
84378	84378	-373	-7325	117	NULL	NULL	7,8,18	NULL	2012-06-15 11:00:00
91610	NGTA	135	17292	4	NULL	NULL	7,8,18	NULL	2023-01-08 23:00:00
91801	91801	-900	-15805	1	NULL	NULL	7,8,17	NULL	2008-06-29 23:00:00
91958	91958	-2762	-14433	2	NULL	NULL	7,9,17	NULL	2022-10-13 17:00:00
33658	33658	4837	2590	246	NULL	NULL	7,10,18	NULL	2018-04-18 00:00:00
40100	OLBA	3382	3548	19	NULL	NULL	7,10,18	NULL	2008-01-19 00:00:00
41594	OPSR	3205	7267	188	NULL	NULL	7,10,18	NULL	2015-10-14 12:00:00
94638	94638	-3382	12188	26	NULL	NULL	7,9,18	NULL	2023-01-05 23:00:00
47058	47058	3903	12578	38	NULL	NULL	7,10,18	NULL	2020-10-05 00:00:00
61687	GOTT	1376	-1368	50	NULL	NULL	7,8,18	NULL	2022-02-19 11:00:00
64700	FTTJ	1213	1503	295	NULL	NULL	7,8,18	NULL	2023-01-03 11:00:00
93997	NZRN	-2925	-17792	49	NULL	NULL	7,9,17	NULL	2020-03-26 22:00:00
40811	OIAW	3133	4866	22	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
33041	33041	5245	3100	127	NULL	NULL	7,10,18	NULL	2022-09-05 00:00:00
64400	FCPP	-482	1190	17	NULL	NULL	7,8,18	NULL	2023-01-09 18:00:00
91643	NGFU	-852	17922	2	NULL	NULL	7,8,18	NULL	2023-01-08 23:00:00
47981	RJAW	2478	14133	116	NULL	NULL	7,10,18	NULL	2008-10-09 00:00:00
91943	91943	-1448	-14503	3	NULL	NULL	7,8,17	NULL	2008-01-04 00:00:00
68442	FABL	-2910	2630	1348	NULL	NULL	7,9,18	NULL	2023-01-09 11:00:00
41977	41977	2235	9182	34	NULL	NULL	7,10,18	NULL	2023-01-09 00:00:00
94647	94647	-3167	12888	99	NULL	NULL	7,9,18	NULL	2012-10-07 23:00:00
97180	WAAA	-507	11955	14	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
84416	84416	-518	-8060	52	NULL	NULL	7,8,18	NULL	2011-11-07 11:00:00
78988	ACC	1220	-6897	54	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
83288	SBLP	-1327	-4342	458	NULL	NULL	7,8,18	NULL	2019-01-31 12:00:00
3502	EGUC	5213	-457	132	NULL	NULL	7,10,18	NULL	2022-11-14 15:00:00
67083	FMMI	-1880	4748	1276	NULL	NULL	7,8,18	NULL	2023-01-09 11:00:00
71701	YCX	4583	-6643	52	NULL	NULL	7,10,18	NULL	2022-09-07 14:00:00
28722	28722	5475	5600	105	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
6496	EBLB	5047	618	570	NULL	NULL	7,10,18	NULL	2015-04-01 06:00:00
43353	VOCC	995	7627	3	NULL	NULL	7,8,18	NULL	2021-09-22 00:00:00
96491	WBKS	590	11807	13	NULL	NULL	7,8,18	NULL	2018-05-28 06:00:00
82765	82765	-733	-4747	212	NULL	NULL	7,8,18	NULL	2020-02-03 12:00:00
28661	28661	5547	6540	79	NULL	NULL	7,10,18	NULL	2023-01-09 12:00:00
80001	80001	1258	-8170	4	NULL	NULL	7,8,18	NULL	2023-01-09 12:00:00
3693	3693	5155	83	3	NULL	NULL	7,10,18	NULL	2010-12-21 10:00:00
61442	GQNN	1810	-1595	3	NULL	NULL	7,8,18	NULL	2018-07-13 11:00:00
98444	RPMP	1313	12373	17	NULL	NULL	7,8,18	NULL	2023-01-09 00:00:00
72388	DRAne	3605	-11518	693	LAS VEGAS	NULL	0,3,5,6,7,10,14,17	2010-12-18	2023-01-09 12:00:00
